item_id,card_name,title,price_usd,sold_date,scraped_at,url
206372053747,SFD Ahri,AHRI SIGNATURE OVERSNUMBER 227* RIFTBOUND SFD-SPIRITFORGED PSA 10 Opens in a new window or tab,7429.5,2026-06-25,2026-07-11 03:04:13,https://www.ebay.com/itm/206372053747
206338583820,SFD Ahri,AHRI SIGNATURE OVERSNUMBER 227* RIFTBOUND SFD-SPIRITFORGED PSA 10 Opens in a new window or tab,7429.5,2026-06-25,2026-07-11 03:04:13,https://www.ebay.com/itm/206338583820
188460945646,OGN Jinx,PSA 10 2025 RIFTBOUND:  LOL OGN-ORIGINS 301 JINX - LOOSE CANNON SIGNATURE OVN Opens in a new window or tab,2082.3,2026-06-25,2026-07-11 03:04:13,https://www.ebay.com/itm/188460945646
366486161354,OGN Ahri,2025 RIFTBOUND ORIGINS SIGNATURE OVERNUMBER #303* AHRI -NINE-TAILED FOX PSA 10 Opens in a new window or tab,6100.0,2026-06-24,2026-07-11 03:04:13,https://www.ebay.com/itm/366486161354
366486164846,OGN Jinx,2025 Riftbound OGN EN Signature Overnumber #301 Jinx PSA 10 GEM MINT Opens in a new window or tab,2475.0,2026-06-24,2026-07-11 03:04:13,https://www.ebay.com/itm/366486164846
366486165404,OGN Leona,2025 Riftbound OGN EN Signature Overnumber #306 Leona PSA 10 GEM MINT Opens in a new window or tab,1125.0,2026-06-24,2026-07-11 03:04:13,https://www.ebay.com/itm/366486165404
377273053904,OGN Miss Fortune,2025 Riftbound OGN EN Signature Overnumber #309 Miss Fortune PSA 10 GEM MINT Opens in a new window or tab,1830.0,2026-06-24,2026-07-11 03:04:13,https://www.ebay.com/itm/377273053904
377273057815,SFD Bard,2026 Riftbound Spiritforged #228 Bard Overnumbered Signature PSA 10 GEM MINT Opens in a new window or tab,680.0,2026-06-24,2026-07-11 03:04:13,https://www.ebay.com/itm/377273057815
800197839120,SFD Aphelios,2026 Riftbound Spiritforged #224 Aphelios Overnumbered Signature PSA 10 GEM MINT Opens in a new window or tab,935.0,2026-06-24,2026-07-11 03:04:13,https://www.ebay.com/itm/800197839120
800197841760,OGN Lee Sin,2025 Riftbound Origins EN Signature Overnumber #304* Lee Sin PSA 10 GEM MINT Opens in a new window or tab,1633.0,2026-06-24,2026-07-11 03:04:13,https://www.ebay.com/itm/800197841760
168459121916,SFD Ahri,2025 RIFTBOUND SPIRITFORGED #227*/221 AHRI SIGNATURE OVERNUMBER PSA 10 Opens in a new window or tab,6900.0,2026-06-24,2026-07-11 03:04:13,https://www.ebay.com/itm/168459121916
298419294035,Aphelios,2025 RIFTBOUND: LEAGUE OF LEGENDS SIGNATURE OVERNUMBER APHELIOS EXALTED PSA 10 Opens in a new window or tab,228.75,2026-06-23,2026-07-11 03:04:13,https://www.ebay.com/itm/298419294035
307004201965,SFD Yone,2025 RIFTBOUND: LEAGUE OF LEGENDS SFD CS SIGNATURE OVERNUMBER #233* YONE PSA 10 Opens in a new window or tab,260.0,2026-06-23,2026-07-11 03:04:13,https://www.ebay.com/itm/307004201965
306886526179,OGN Yasuo,2025 RIFTBOUND ORIGINS SIGNATURE OVERNUMBER #305* YASUO - UNFORGIVEN PSA 10 Opens in a new window or tab,1699.0,2026-06-23,2026-07-11 03:04:13,https://www.ebay.com/itm/306886526179
366481334092,SFD Soraka,2026 Riftbound SFD En Signature Overnumber #239* Soraka PSA 10 GEM MINT Opens in a new window or tab,345.0,2026-06-22,2026-07-11 03:04:13,https://www.ebay.com/itm/366481334092
366481339801,OGN Volibear,2025 Riftbound OGN EN Signature Overnumber #300* Volibear PSA 10 GEM MINT Opens in a new window or tab,1125.0,2026-06-22,2026-07-11 03:04:13,https://www.ebay.com/itm/366481339801
